brand,name,processor,Ram,Ram_type,Storage,Storage_type,GPU,display_size,resolution_width,resolution_height,OS,Price
Dell,Inspiron 3530 IN3530NM1NN001ORS1 Laptop,13th Gen Intel Core i5 1335U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,12030120
MSI,Creator Z17 HX Studio A13V Laptop,13th Gen Intel Core i5 1335U,32,DDR5,1024,SSD,NVIDIA GeForce RTX 4070,17,2560,1600,Windows 11 OS,46623812
Dell,Inspiron 7630 IC7630GHHRH001ORS1 2 in 1 Laptop,13th Gen Intel Core i9 13900H,8,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,16,1920,1200,Windows 11 OS,17670120
HP,Victus 15-fb0131AX Gaming Laptop,13th Gen Intel Core i5 1335U,8,DDR4,512,SSD,AMD Radeon RX 5600M,15.6,1920,1080,Windows 11 OS,9774120
Asus,Vivobook 16 2023 M1605YA-MB521WS Laptop,5th Gen AMD Ryzen 5 5600H,8,DDR4,512,SSD,AMD Radeon Graphics,16,1920,1200,Windows 11 OS,9022120
Lenovo,V14 G3 82TSA01KIH Laptop,7th Gen AMD Ryzen 5 7530U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1920,1080,DOS OS,6465320
Acer,Aspire 7 A715-76G NH.QMESI.003 Gaming Laptop,12th Gen Intel Core i3 1215U,8,DDR4,512,SSD,NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,9586120
HP,15s-fq3071TU Laptop,12th Gen Intel Core i5 12450H,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15,1366,768,Windows 11 OS,5356120
MSI,Katana 15 B12UDXK-1017IN Gaming Laptop,Intel Celeron  N4500,8,DDR5,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,15038120
MSI,Katana 15 B12UDXK-1019IN Gaming Laptop,12th Gen Intel Core i7 12650H,16,DDR5,1024,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,15038120
Acer,One 14 Z2-493 Business Laptop,12th Gen Intel Core i5 12450H,8,DDR4,512,SSD,AMD Radeon Radeon Graphics,14,1366,768,Windows 11 OS,5638120
HP,Victus 15-fb0135AX Gaming Laptop,3rd Gen AMD Ryzen 5 3500U,8,DDR4,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,11278120
Acer,Swift Edge 16 2023 Laptop,5th Gen AMD Ryzen 5 5600H,16,LPDDR5,1024,SSD,AMD Radeon Graphics,16,3840,2400,Windows 11 OS,20191012
Dell,G15-5530 Gaming 2023 Laptop,7th Gen AMD Ryzen 7040 Series 040,16,DDR5,512,SSD,NVIDIA GeForce RTX 4060,15.6,1920,1080,Windows 11 OS,24289412
Dell,G15-5530 Gaming Laptop,13th Gen Intel Core i7 13650HX,16,DDR5,512,SSD,NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,22558120
Dell,‎G16-7630 Gaming Laptop,13th Gen Intel Core i7 13650HX,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4060,16,2560,1600,Windows 11 OS,35248120
Dell,G15-5530 2023 Gaming Laptop,13th Gen Intel Core i9 13900HX ,16,DDR5,512,SSD,NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,23631412
Acer,Aspire Vero AV14-52P NX.KJTSI.002 Laptop,13th Gen Intel Core i7 13650HX,16,LPDDR4X,512,SSD,Integrated Intel UHD Graphics,14,1920,1080,Windows OS,9398120
Acer,Aspire 5 A515-58M NX.KHGSI.002 Gaming Laptop,13th Gen Intel Core i3 1315U,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,10714120
Asus,Vivobook 15X 2023 K3504VAB-NJ321WS Laptop,13th Gen Intel Core i5 1335U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,8458120
Asus,TUF A15 FA577RM-HQ032WS Laptop,13th Gen ‎Intel Core i3 1315U,16,DDR,1024,SSD,NVIDIA GeForce RTX 3060,15.6,2560,1440,Windows 11 OS,20680000
Asus,ROG Zephyrus G14 2023 GA402XV-N2034WS Gaming Laptop,6th Gen AMD Ryzen 7 6800H,32,DDR5,1024,SSD,NVIDIA GeForce RTX 4060,14,2560,1600,Windows 11 OS,35718120
Asus,TUF Gaming F15 2023 FX507VU-LP083WS Gaming Laptop,7th Gen AMD Ryzen 9 7940HS,16,DDR4,512,SSD,NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,24438120
Asus,TUF Gaming A15 2023 FA577XU-LP041WS Gaming Laptop,13th Gen Intel Core i7 13700H,16,DDR4,1024,SSD,NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,24814120
,,7th Gen AMD Ryzen 9 7940HS,,,,,,,,,,
